customerid,total_purchase,count_orders,tot_items,first_purchase_date,last_purchase_date,num_unique_products,avg_order_val,avg_items_per_order,product_diversity_ratio,max_order_val,min_order_val,std_order_val,days_since_last_purchase,days_since_first_purchase,purchase_span,avg_days_between_orders,total_cancellation_count,total_cancellation_amnt,total_cancelled_qty,last_cancel_date,days_since_last_cancellation,cancellation_rate,order_completion_rate,return_purchase_ratio,per_day_purchase_amnt,activity_gap,churn,high_value_customer,high_future_cancellation
15640,8836.74,11,4861,2010-12-02 15:40:00,2011-08-10 10:45:00,193,803.34,441.90909090909093,0.03970376465747789,1485.78,45.0,461.1763642685952,30,280,250,25.0,2.0,79.37,34.0,2011-08-07 13:53:00,32.0,0.15384615384615385,0.8461538461538461,0.00699444558732771,31.559785714285713,0,0,1,0
15641,1887.2,4,1562,2010-12-15 14:45:00,2011-08-26 14:04:00,102,471.8,390.5,0.06530089628681178,581.82,308.37,121.43440177039342,13,267,253,84.33333333333333,0.0,0.0,0.0,,267.0,0.0,1.0,0.0,7.068164794007491,0,1,0,0
15643,664.0,3,246,2011-03-02 14:34:00,2011-06-01 07:38:00,31,221.33333333333334,82.0,0.12601626016260162,337.1,39.45,159.45984081684432,100,190,90,45.0,3.0,16.6,4.0,2011-06-13 17:19:00,87.0,0.5,0.5,0.016260162601626018,3.4947368421052634,1,1,0,0
15644,803.54,4,550,2011-03-23 15:37:00,2011-06-26 14:54:00,166,200.885,137.5,0.3018181818181818,380.35,36.4,140.86750618932672,74,169,94,31.333333333333332,0.0,0.0,0.0,,169.0,0.0,1.0,0.0,4.7546745562130175,1,1,0,0
15646,447.64000000000004,3,394,2010-12-02 16:59:00,2011-07-05 09:53:00,35,149.21333333333334,131.33333333333334,0.08883248730964467,189.8,107.60000000000001,41.109616068911826,66,280,214,107.0,1.0,22.5,6.0,2011-04-11 13:26:00,150.0,0.25,0.75,0.015228426395939087,1.598714285714286,0,1,0,0
15648,639.5,2,218,2011-03-17 18:59:00,2011-05-19 15:53:00,23,319.75,109.0,0.10550458715596331,340.5,299.0,29.34493141924172,112,175,62,62.0,2.0,57.45,8.0,2011-04-05 14:52:00,156.0,0.5,0.5,0.03669724770642202,3.6542857142857144,0,1,0,0
15649,816.0,2,192,2010-12-07 10:06:00,2011-01-07 13:34:00,1,408.0,96.0,0.005208333333333333,510.0,306.0,144.2497833620557,244,276,31,31.0,0.0,0.0,0.0,,276.0,0.0,1.0,0.0,2.9565217391304346,1,1,0,0
15651,227.32,1,238,2011-03-24 08:56:00,2011-03-24 08:56:00,16,227.32,238.0,0.06722689075630252,227.32,227.32,0.0,169,169,0,0.0,0.0,0.0,0.0,,169.0,0.0,1.0,0.0,1.3450887573964496,0,0,0,0
15653,877.4399999999999,2,1200,2011-08-16 09:50:00,2011-09-08 10:49:00,4,438.71999999999997,600.0,0.0033333333333333335,829.4399999999999,48.0,552.5615230904157,1,24,23,23.0,0.0,0.0,0.0,,24.0,0.0,1.0,0.0,36.559999999999995,0,1,0,0
15655,560.67,1,324,2011-04-10 15:25:00,2011-04-10 15:25:00,34,560.67,324.0,0.10493827160493827,560.67,560.67,0.0,151,151,0,0.0,1.0,49.35,5.0,2011-04-20 16:28:00,141.0,0.5,0.5,0.015432098765432098,3.7130463576158936,0,1,0,0
15656,563.63,3,202,2011-02-28 15:32:00,2011-06-14 13:48:00,34,187.87666666666667,67.33333333333333,0.16831683168316833,256.77,63.910000000000004,107.580430066687,86,192,105,52.5,0.0,0.0,0.0,,192.0,0.0,1.0,0.0,2.9355729166666666,0,0,0,0
15658,1024.1000000000001,5,242,2010-12-02 10:53:00,2011-06-02 15:22:00,40,204.82000000000002,48.4,0.1652892561983471,418.95,7.5,182.37134711900333,98,281,182,45.5,3.0,65.2,10.0,2011-03-23 08:55:00,170.0,0.375,0.625,0.04132231404958678,3.6444839857651252,1,1,0,0
15660,884.34,6,578,2010-12-09 09:49:00,2011-07-27 09:14:00,35,147.39000000000001,96.33333333333333,0.06055363321799308,358.22,9.959999999999999,130.00305150264745,44,274,229,45.8,3.0,48.85,13.0,2011-08-14 14:28:00,25.0,0.3333333333333333,0.6666666666666666,0.02249134948096886,3.2275182481751825,0,0,0,0
15661,309.8,2,236,2011-01-05 12:32:00,2011-01-26 13:56:00,4,154.9,118.0,0.01694915254237288,193.79999999999998,116.0,55.012907576313395,225,247,21,21.0,0.0,0.0,0.0,,247.0,0.0,1.0,0.0,1.254251012145749,1,1,0,0
15663,138.14,1,106,2011-08-25 15:50:00,2011-08-25 15:50:00,9,138.14,106.0,0.08490566037735849,138.14,138.14,0.0,14,14,0,0.0,0.0,0.0,0.0,,14.0,0.0,1.0,0.0,9.867142857142856,0,1,0,0
15665,2222.21,2,1654,2011-04-10 15:09:00,2011-06-24 14:57:00,92,1111.105,827.0,0.05562273276904474,1456.42,765.79,488.3491562908654,76,151,74,74.0,0.0,0.0,0.0,,151.0,0.0,1.0,0.0,14.716622516556292,0,1,0,0
15668,76.32000000000001,1,72,2011-05-06 10:39:00,2011-05-06 10:39:00,1,76.32000000000001,72.0,0.013888888888888888,76.32000000000001,76.32000000000001,0.0,126,126,0,0.0,0.0,0.0,0.0,,126.0,0.0,1.0,0.0,0.6057142857142858,0,1,0,0
15669,565.54,3,262,2011-03-21 09:13:00,2011-08-28 11:19:00,29,188.51333333333332,87.33333333333333,0.11068702290076336,235.94,130.8,53.3194761164561,12,172,160,80.0,1.0,6.65,3.0,2011-06-23 16:10:00,77.0,0.25,0.75,0.011450381679389313,3.2880232558139535,0,0,0,0
15670,173.05,1,91,2011-02-16 10:50:00,2011-02-16 10:50:00,12,173.05,91.0,0.13186813186813187,173.05,173.05,0.0,205,205,0,0.0,0.0,0.0,0.0,,205.0,0.0,1.0,0.0,0.8441463414634147,0,1,0,0
15671,1972.89,5,1185,2011-03-14 09:37:00,2011-09-06 10:53:00,47,394.57800000000003,237.0,0.039662447257383965,638.4000000000001,300.98,140.28508231454978,3,179,176,44.0,3.0,21.64,18.0,2011-08-10 13:03:00,29.0,0.375,0.625,0.015189873417721518,11.02173184357542,0,0,0,0
15673,2014.7,3,1031,2011-01-16 16:25:00,2011-07-06 10:15:00,82,671.5666666666667,343.6666666666667,0.07953443258971872,880.26,318.66,307.32190636746566,65,235,170,85.0,0.0,0.0,0.0,,235.0,0.0,1.0,0.0,8.573191489361703,0,0,0,0
15674,1379.66,4,626,2011-03-30 09:19:00,2011-05-10 10:39:00,39,344.915,156.5,0.06230031948881789,355.12,334.71,11.783718994160244,122,163,41,13.666666666666666,3.0,702.5799999999999,200.0,2011-05-10 10:51:00,122.0,0.42857142857142855,0.5714285714285714,0.3194888178913738,8.464171779141104,1,0,0,0
15675,225.39,2,485,2011-03-04 14:21:00,2011-07-07 19:14:00,16,112.695,242.5,0.032989690721649485,180.39,45.0,95.73518710484666,63,188,125,125.0,0.0,0.0,0.0,,188.0,0.0,1.0,0.0,1.198882978723404,0,0,0,0
15676,897.8,1,555,2011-03-01 10:19:00,2011-03-01 10:19:00,61,897.8,555.0,0.10990990990990991,897.8,897.8,0.0,192,192,0,0.0,1.0,20.4,4.0,2011-05-10 12:07:00,122.0,0.5,0.5,0.007207207207207207,4.676041666666666,0,0,1,0
15679,260.26,2,398,2011-06-10 08:24:00,2011-07-08 13:31:00,18,130.13,199.0,0.04522613065326633,178.22,82.04,68.00953021452213,62,91,28,28.0,0.0,0.0,0.0,,91.0,0.0,1.0,0.0,2.86,1,0,0,0
15680,478.89,1,331,2010-12-08 14:43:00,2010-12-08 14:43:00,30,478.89,331.0,0.09063444108761329,478.89,478.89,0.0,274,274,0,0.0,0.0,0.0,0.0,,274.0,0.0,1.0,0.0,1.7477737226277372,0,0,0,0
15681,703.22,3,450,2011-03-04 13:46:00,2011-06-09 16:34:00,22,234.40666666666667,150.0,0.04888888888888889,345.68,24.900000000000002,181.55520629641367,91,188,97,48.5,0.0,0.0,0.0,,188.0,0.0,1.0,0.0,3.740531914893617,0,0,0,1
15683,193.75,1,131,2011-08-14 12:56:00,2011-08-14 12:56:00,10,193.75,131.0,0.07633587786259542,193.75,193.75,0.0,25,25,0,0.0,0.0,0.0,0.0,,25.0,0.0,1.0,0.0,7.75,0,1,0,0
15687,1679.45,5,657,2011-01-13 15:13:00,2011-06-06 09:13:00,69,335.89,131.4,0.1050228310502283,379.1,277.0,44.982252055671914,95,238,143,35.75,2.0,11.6,2.0,2011-06-07 16:08:00,93.0,0.2857142857142857,0.7142857142857143,0.0030441400304414,7.056512605042017,1,0,1,0
15689,254.1,2,84,2010-12-13 09:57:00,2011-08-12 09:37:00,8,127.05,42.0,0.09523809523809523,150.6,103.5,33.30472939388638,28,270,241,241.0,0.0,0.0,0.0,,270.0,0.0,1.0,0.0,0.9411111111111111,0,1,0,0
15690,111.0,1,204,2011-08-31 11:40:00,2011-08-31 11:40:00,8,111.0,204.0,0.0392156862745098,111.0,111.0,0.0,9,9,0,0.0,0.0,0.0,0.0,,9.0,0.0,1.0,0.0,12.333333333333334,0,0,0,0
15691,136.8,1,72,2011-04-01 15:13:00,2011-04-01 15:13:00,2,136.8,72.0,0.027777777777777776,136.8,136.8,0.0,160,160,0,0.0,0.0,0.0,0.0,,160.0,0.0,1.0,0.0,0.8550000000000001,0,1,0,0
15694,3305.78,9,739,2010-12-02 07:49:00,2011-06-16 16:06:00,23,367.30888888888893,82.11111111111111,0.03112313937753721,584.76,15.0,165.8715100193855,84,281,196,24.5,1.0,55.800000000000004,12.0,2011-02-01 11:28:00,220.0,0.1,0.9,0.016238159675236806,11.764341637010677,1,0,1,0
15695,409.98,2,212,2011-03-18 08:31:00,2011-03-18 08:32:00,22,204.99,106.0,0.10377358490566038,359.73,50.25000000000001,218.83540664161274,175,175,0,0.0,0.0,0.0,0.0,,175.0,0.0,1.0,0.0,2.3427428571428575,1,1,0,0
15696,1629.95,6,717,2011-01-17 11:24:00,2011-05-03 11:34:00,89,271.65833333333336,119.5,0.12412831241283125,493.45,19.8,154.2370917019206,129,235,106,21.2,3.0,87.05,5.0,2011-05-10 16:16:00,121.0,0.3333333333333333,0.6666666666666666,0.00697350069735007,6.935957446808511,1,0,0,0
15700,696.68,2,357,2011-06-19 15:36:00,2011-06-20 16:53:00,85,348.34,178.5,0.23809523809523808,692.78,3.9,487.1117194237889,80,81,1,1.0,1.0,32.65,29.0,2011-06-20 16:52:00,80.0,0.3333333333333333,0.6666666666666666,0.08123249299719888,8.600987654320987,1,1,0,0
15701,853.9,1,472,2011-08-21 12:36:00,2011-08-21 12:36:00,119,853.9,472.0,0.2521186440677966,853.9,853.9,0.0,19,19,0,0.0,0.0,0.0,0.0,,19.0,0.0,1.0,0.0,44.94210526315789,0,0,0,0
15703,211.5,1,66,2011-03-20 10:51:00,2011-03-20 10:51:00,5,211.5,66.0,0.07575757575757576,211.5,211.5,0.0,173,173,0,0.0,0.0,0.0,0.0,,173.0,0.0,1.0,0.0,1.222543352601156,0,1,0,0
15704,2293.62,4,1028,2011-05-08 12:42:00,2011-07-22 13:35:00,79,573.405,257.0,0.07684824902723736,938.85,38.16,387.5538381954177,48,124,75,25.0,0.0,0.0,0.0,,124.0,0.0,1.0,0.0,18.496935483870967,0,1,0,0
15705,143.1,1,62,2011-05-22 15:37:00,2011-05-22 15:37:00,6,143.1,62.0,0.0967741935483871,143.1,143.1,0.0,109,109,0,0.0,0.0,0.0,0.0,,109.0,0.0,1.0,0.0,1.3128440366972476,0,1,0,0
15706,450.05,1,160,2011-08-15 14:32:00,2011-08-15 14:32:00,29,450.05,160.0,0.18125,450.05,450.05,0.0,24,24,0,0.0,1.0,2.95,1.0,2011-08-18 16:14:00,21.0,0.5,0.5,0.00625,18.752083333333335,0,0,0,0
15708,2589.34,6,989,2010-12-05 11:12:00,2011-07-24 12:20:00,103,431.5566666666667,164.83333333333334,0.10414560161779575,632.13,197.25000000000003,164.25318391637546,47,278,231,46.2,4.0,34.519999999999996,9.0,2011-07-28 11:17:00,43.0,0.4,0.6,0.00910010111223458,9.314172661870504,0,0,0,0
15709,133.25,1,121,2011-03-01 10:38:00,2011-03-01 10:38:00,6,133.25,121.0,0.049586776859504134,133.25,133.25,0.0,192,192,0,0.0,0.0,0.0,0.0,,192.0,0.0,1.0,0.0,0.6940104166666666,0,1,0,0
15712,766.3100000000001,3,371,2011-02-25 11:32:00,2011-08-22 11:44:00,32,255.4366666666667,123.66666666666667,0.0862533692722372,307.66,158.85,83.73877855171602,18,196,178,89.0,0.0,0.0,0.0,,196.0,0.0,1.0,0.0,3.909744897959184,0,0,0,0
15713,356.7,2,150,2010-12-08 15:16:00,2011-07-19 13:34:00,18,178.35,75.0,0.12,185.55,171.15,10.182337649086278,51,274,222,222.0,1.0,9.95,1.0,2010-12-14 11:28:00,269.0,0.3333333333333333,0.6666666666666666,0.006666666666666667,1.301824817518248,0,1,0,0
15716,1101.1100000000001,4,738,2010-12-05 12:26:00,2011-07-17 11:59:00,101,275.27750000000003,184.5,0.13685636856368563,529.4,115.26,177.8508765558007,54,278,223,74.33333333333333,0.0,0.0,0.0,,278.0,0.0,1.0,0.0,3.960827338129497,0,1,0,0
15717,150.3,1,70,2011-04-19 13:21:00,2011-04-19 13:21:00,7,150.3,70.0,0.1,150.3,150.3,0.0,142,142,0,0.0,0.0,0.0,0.0,,142.0,0.0,1.0,0.0,1.0584507042253521,0,1,0,0
15719,4061.9700000000003,11,2173,2011-01-06 12:31:00,2011-09-01 12:41:00,260,369.27000000000004,197.54545454545453,0.11965025310630464,515.17,183.65,102.71078463335776,8,246,238,23.8,1.0,1.65,1.0,2011-07-12 09:58:00,59.0,0.08333333333333333,0.9166666666666666,0.0004601932811780948,16.512073170731707,0,0,0,0
15722,1413.45,3,590,2011-02-22 12:24:00,2011-08-23 11:30:00,32,471.15000000000003,196.66666666666666,0.05423728813559322,654.15,324.05,167.9527016752038,17,199,181,90.5,1.0,41.35,5.0,2011-06-05 12:01:00,96.0,0.25,0.75,0.00847457627118644,7.102763819095478,0,0,0,0
15723,190.7,1,73,2010-12-10 11:12:00,2010-12-10 11:12:00,37,190.7,73.0,0.5068493150684932,190.7,190.7,0.0,273,273,0,0.0,0.0,0.0,0.0,,273.0,0.0,1.0,0.0,0.6985347985347985,0,1,0,0
15724,218.25,2,73,2011-02-28 10:40:00,2011-05-22 14:40:00,11,109.125,36.5,0.1506849315068493,114.60000000000001,103.65,7.742819253992702,109,193,83,83.0,1.0,5.95,1.0,2011-03-10 11:45:00,183.0,0.3333333333333333,0.6666666666666666,0.0136986301369863,1.1308290155440415,0,1,0,0
15727,4589.39,6,2625,2010-12-15 15:47:00,2011-08-24 14:54:00,191,764.8983333333334,437.5,0.07276190476190476,1516.95,374.82000000000005,415.62407083404906,15,267,251,50.2,0.0,0.0,0.0,,267.0,0.0,1.0,0.0,17.1887265917603,0,0,0,0
15729,85.0,1,28,2011-05-11 12:36:00,2011-05-11 12:36:00,5,85.0,28.0,0.17857142857142858,85.0,85.0,0.0,121,121,0,0.0,1.0,23.0,4.0,2011-05-25 16:43:00,106.0,0.5,0.5,0.14285714285714285,0.7024793388429752,0,1,0,0
15730,777.22,2,489,2011-05-17 12:43:00,2011-09-08 14:28:00,46,388.61,244.5,0.09406952965235174,467.43,309.79,111.46831298624734,0,115,114,114.0,1.0,12.5,6.0,2011-05-19 10:53:00,113.0,0.3333333333333333,0.6666666666666666,0.012269938650306749,6.7584347826086955,0,0,0,0
15732,294.12,2,215,2010-12-02 15:00:00,2011-05-11 14:24:00,13,147.06,107.5,0.06046511627906977,156.02,138.1,12.671353518862942,120,280,159,159.0,0.0,0.0,0.0,,280.0,0.0,1.0,0.0,1.0504285714285715,0,1,0,0
15733,162.3,1,62,2011-03-02 09:05:00,2011-03-02 09:05:00,10,162.3,62.0,0.16129032258064516,162.3,162.3,0.0,191,191,0,0.0,0.0,0.0,0.0,,191.0,0.0,1.0,0.0,0.849738219895288,0,1,0,0
15734,1339.45,2,346,2011-05-23 14:59:00,2011-08-17 10:50:00,25,669.725,173.0,0.07225433526011561,760.8000000000001,578.6500000000001,128.79950019312957,23,108,85,85.0,0.0,0.0,0.0,,108.0,0.0,1.0,0.0,12.402314814814815,0,1,0,0
15737,880.9300000000001,5,443,2011-04-11 10:01:00,2011-07-15 12:33:00,43,176.186,88.6,0.09706546275395034,475.88,15.0,188.429697712436,56,151,95,23.75,3.0,55.6,8.0,2011-06-06 16:24:00,94.0,0.375,0.625,0.01805869074492099,5.8339735099337755,1,0,0,0
15738,3853.4500000000003,13,2357,2010-12-02 12:50:00,2011-09-04 12:04:00,45,296.4192307692308,181.30769230769232,0.019092066185829443,391.8,16.6,87.93240703911333,5,281,275,22.916666666666668,3.0,23.65,15.0,2011-03-10 14:56:00,182.0,0.1875,0.8125,0.006364022061943148,13.713345195729538,0,0,0,0
15743,434.05,2,119,2011-06-08 10:14:00,2011-08-18 12:43:00,31,217.025,59.5,0.2605042016806723,322.55,111.5,149.23488616942086,22,93,71,71.0,0.0,0.0,0.0,,93.0,0.0,1.0,0.0,4.667204301075269,0,0,0,0
15745,302.85,1,127,2011-04-17 13:04:00,2011-04-17 13:04:00,18,302.85,127.0,0.14173228346456693,302.85,302.85,0.0,144,144,0,0.0,0.0,0.0,0.0,,144.0,0.0,1.0,0.0,2.1031250000000004,0,0,0,0
15746,196.88,1,178,2011-07-28 15:21:00,2011-07-28 15:21:00,28,196.88,178.0,0.15730337078651685,196.88,196.88,0.0,42,42,0,0.0,1.0,13.919999999999998,48.0,2011-07-28 15:27:00,42.0,0.5,0.5,0.2696629213483146,4.687619047619047,0,1,0,0
15747,525.37,2,281,2011-06-20 11:30:00,2011-08-11 14:04:00,26,262.685,140.5,0.09252669039145907,282.71999999999997,242.65,28.333768722144924,28,81,52,52.0,0.0,0.0,0.0,,81.0,0.0,1.0,0.0,6.4860493827160495,0,0,0,0
15749,44534.3,3,18028,2011-01-11 12:55:00,2011-04-18 13:20:00,5,14844.766666666668,6009.333333333333,0.00027734635012203237,21535.9,7837.5,6854.669638526232,143,240,97,48.5,1.0,22998.4,9014.0,2011-04-18 13:08:00,143.0,0.25,0.75,0.5,185.55958333333334,1,1,0,0
15750,1108.18,4,1053,2010-12-08 10:36:00,2011-06-22 12:16:00,125,277.045,263.25,0.11870845204178537,497.26,39.0,187.7970978654001,79,275,196,65.33333333333333,1.0,14.25,7.0,2010-12-09 14:40:00,273.0,0.2,0.8,0.006647673314339981,4.029745454545455,0,0,1,0
15752,2093.37,6,1657,2010-12-02 09:43:00,2011-09-07 15:52:00,207,348.895,276.1666666666667,0.12492456246228123,480.52,240.1,91.01025497162392,1,281,279,55.8,1.0,8.45,5.0,2011-09-07 15:00:00,1.0,0.14285714285714285,0.8571428571428571,0.0030175015087507543,7.449715302491103,0,0,0,0
15753,79.2,1,144,2011-02-08 12:41:00,2011-02-08 12:41:00,1,79.2,144.0,0.006944444444444444,79.2,79.2,0.0,213,213,0,0.0,0.0,0.0,0.0,,213.0,0.0,1.0,0.0,0.37183098591549296,0,1,0,0
15754,91.8,1,36,2011-04-07 12:24:00,2011-04-07 12:24:00,6,91.8,36.0,0.16666666666666666,91.8,91.8,0.0,155,155,0,0.0,0.0,0.0,0.0,,155.0,0.0,1.0,0.0,0.5922580645161291,0,0,0,0
15755,1144.83,3,624,2011-02-18 11:53:00,2011-08-23 15:20:00,65,381.60999999999996,208.0,0.10416666666666667,524.1,306.05,123.4753793272165,16,203,186,93.0,0.0,0.0,0.0,,203.0,0.0,1.0,0.0,5.6395566502463055,0,0,1,0
15756,359.89,3,166,2011-04-04 14:00:00,2011-07-10 11:19:00,118,119.96333333333332,55.333333333333336,0.7108433734939759,123.59,115.72,3.9710745816886126,61,157,96,48.0,0.0,0.0,0.0,,157.0,0.0,1.0,0.0,2.292292993630573,0,0,0,0
15757,261.36,1,167,2011-05-06 11:40:00,2011-05-06 11:40:00,16,261.36,167.0,0.09580838323353294,261.36,261.36,0.0,126,126,0,0.0,0.0,0.0,0.0,,126.0,0.0,1.0,0.0,2.0742857142857143,0,0,0,0
15759,253.04,3,60,2010-12-16 15:29:00,2011-05-05 15:13:00,5,84.34666666666666,20.0,0.08333333333333333,97.24000000000001,68.0,14.922752203710067,126,266,139,69.5,0.0,0.0,0.0,,266.0,0.0,1.0,0.0,0.9512781954887217,0,1,0,0
15764,3276.62,5,2048,2011-03-08 09:23:00,2011-08-24 15:09:00,150,655.324,409.6,0.0732421875,1564.7,17.4,661.764428274896,15,185,169,42.25,2.0,26.9,11.0,2011-08-31 16:28:00,8.0,0.2857142857142857,0.7142857142857143,0.00537109375,17.71145945945946,0,0,0,1
15768,621.8299999999999,3,244,2011-04-28 09:20:00,2011-08-16 10:48:00,23,207.27666666666664,81.33333333333333,0.0942622950819672,354.34999999999997,124.8,127.6826050538339,24,134,110,55.0,1.0,40.0,1.0,2011-05-17 08:58:00,115.0,0.25,0.75,0.004098360655737705,4.640522388059701,0,1,0,0
15769,41863.72,19,22140,2010-12-03 15:16:00,2011-08-30 11:37:00,19,2203.3536842105264,1165.2631578947369,0.0008581752484191509,10065.0,91.8,2216.0813670285734,10,279,269,14.944444444444445,1.0,179.0,100.0,2011-07-15 11:10:00,56.0,0.05,0.95,0.004516711833785004,150.04917562724015,0,0,1,1
15775,104.9,1,68,2011-04-08 12:56:00,2011-04-08 12:56:00,7,104.9,68.0,0.10294117647058823,104.9,104.9,0.0,153,153,0,0.0,0.0,0.0,0.0,,153.0,0.0,1.0,0.0,0.6856209150326797,0,1,0,0
15776,241.62,1,138,2011-07-29 13:46:00,2011-07-29 13:46:00,18,241.62,138.0,0.13043478260869565,241.62,241.62,0.0,41,41,0,0.0,0.0,0.0,0.0,,41.0,0.0,1.0,0.0,5.893170731707317,0,1,0,0
15777,1047.11,4,378,2010-12-13 16:38:00,2011-04-12 16:43:00,18,261.7775,94.5,0.047619047619047616,365.55,102.0,112.39929726203808,149,269,120,40.0,1.0,25.5,3.0,2010-12-16 15:37:00,266.0,0.2,0.8,0.007936507936507936,3.892602230483271,1,1,0,0
15780,475.28000000000003,3,220,2010-12-17 11:43:00,2011-06-09 12:01:00,26,158.42666666666668,73.33333333333333,0.11818181818181818,225.61,72.52,78.24359036581421,92,266,174,87.0,0.0,0.0,0.0,,266.0,0.0,1.0,0.0,1.7867669172932332,0,1,0,0
15781,211.3,2,66,2011-02-07 09:15:00,2011-07-25 12:25:00,11,105.65,33.0,0.16666666666666666,127.95000000000002,83.35,31.536962440920036,46,214,168,168.0,1.0,11.9,2.0,2011-07-28 10:53:00,43.0,0.3333333333333333,0.6666666666666666,0.030303030303030304,0.9873831775700935,0,0,0,0
15785,1665.83,4,1011,2011-02-17 14:17:00,2011-07-05 10:08:00,41,416.4575,252.75,0.040553907022749754,928.58,17.4,379.21786722806195,66,203,137,45.666666666666664,2.0,11.78,2.0,2011-06-02 14:15:00,98.0,0.3333333333333333,0.6666666666666666,0.0019782393669634025,8.206059113300492,0,0,0,0
15786,3147.64,1,2286,2011-08-17 13:33:00,2011-08-17 13:33:00,165,3147.64,2286.0,0.07217847769028872,3147.64,3147.64,0.0,22,22,0,0.0,1.0,67.2,28.0,2011-08-31 13:39:00,8.0,0.5,0.5,0.012248468941382326,143.07454545454544,0,0,1,0
15789,351.3,1,438,2010-12-16 14:35:00,2010-12-16 14:35:00,25,351.3,438.0,0.05707762557077625,351.3,351.3,0.0,266,266,0,0.0,0.0,0.0,0.0,,266.0,0.0,1.0,0.0,1.3206766917293233,0,1,0,0
15791,1223.24,1,558,2011-05-19 15:15:00,2011-05-19 15:15:00,54,1223.24,558.0,0.0967741935483871,1223.24,1223.24,0.0,112,112,0,0.0,1.0,8.25,1.0,2011-06-02 14:24:00,98.0,0.5,0.5,0.0017921146953405018,10.921785714285715,0,0,0,0
15793,306.64,1,192,2011-03-16 10:45:00,2011-03-16 10:45:00,3,306.64,192.0,0.015625,306.64,306.64,0.0,177,177,0,0.0,0.0,0.0,0.0,,177.0,0.0,1.0,0.0,1.7324293785310734,0,0,0,0
15795,610.01,1,581,2011-07-13 10:43:00,2011-07-13 10:43:00,42,610.01,581.0,0.07228915662650602,610.01,610.01,0.0,58,58,0,0.0,0.0,0.0,0.0,,58.0,0.0,1.0,0.0,10.517413793103447,0,1,0,0
15796,1572.77,5,528,2011-02-10 15:40:00,2011-08-22 14:35:00,59,314.554,105.6,0.11174242424242424,379.40000000000003,250.52,52.46460502090911,17,210,192,48.0,2.0,44.95,2.0,2011-06-06 10:19:00,95.0,0.2857142857142857,0.7142857142857143,0.003787878787878788,7.4893809523809525,0,0,0,0
15797,2207.4,4,873,2011-01-24 15:47:00,2011-08-18 17:04:00,8,551.85,218.25,0.009163802978235968,1495.2,15.0,648.4417707088278,21,227,206,68.66666666666667,0.0,0.0,0.0,,227.0,0.0,1.0,0.0,9.724229074889868,0,1,0,0
15799,481.24,2,539,2011-01-09 15:13:00,2011-06-07 15:28:00,37,240.62,269.5,0.0686456400742115,320.21999999999997,161.02,112.57139956489834,93,242,149,149.0,0.0,0.0,0.0,,242.0,0.0,1.0,0.0,1.9885950413223141,0,0,0,0
15800,696.89,2,332,2011-04-07 12:39:00,2011-08-24 14:23:00,116,348.445,166.0,0.3493975903614458,452.39,244.5,147.00042874087137,15,155,139,139.0,0.0,0.0,0.0,,155.0,0.0,1.0,0.0,4.4960645161290325,0,1,0,0
15801,137.22,1,70,2011-08-22 09:53:00,2011-08-22 09:53:00,9,137.22,70.0,0.12857142857142856,137.22,137.22,0.0,18,18,0,0.0,0.0,0.0,0.0,,18.0,0.0,1.0,0.0,7.623333333333333,0,0,0,0
15802,451.42,1,1,2011-07-20 11:38:00,2011-07-20 11:38:00,1,451.42,1.0,1.0,451.42,451.42,0.0,51,51,0,0.0,2.0,902.84,2.0,2011-07-20 11:40:00,51.0,0.6666666666666666,0.3333333333333333,2.0,8.851372549019608,0,1,0,0
15804,2554.84,5,1492,2011-05-25 10:12:00,2011-09-06 15:14:00,130,510.968,298.4,0.0871313672922252,600.03,432.48,62.161487836119214,2,107,104,26.0,2.0,255.0,4.0,2011-08-25 11:13:00,15.0,0.2857142857142857,0.7142857142857143,0.002680965147453083,23.877009345794395,0,0,1,1
15805,3548.5,11,2273,2010-12-10 09:33:00,2011-08-25 14:50:00,150,322.59090909090907,206.63636363636363,0.06599208095028597,1052.56,17.700000000000003,310.7944613230598,14,273,258,25.8,2.0,46.45,44.0,2011-06-29 12:45:00,72.0,0.15384615384615385,0.8461538461538461,0.01935767707875055,12.998168498168498,0,0,1,0
15806,521.88,2,413,2011-03-08 09:24:00,2011-07-05 12:15:00,19,260.94,206.5,0.04600484261501211,300.36,221.52,55.7482986287474,66,185,119,119.0,0.0,0.0,0.0,,185.0,0.0,1.0,0.0,2.820972972972973,0,0,0,0
15808,3651.27,4,1305,2010-12-05 13:05:00,2011-02-06 14:33:00,142,912.8175,326.25,0.10881226053639846,1228.4,733.92,234.17592081951273,214,277,63,21.0,1.0,10.2,2.0,2010-12-13 14:56:00,269.0,0.2,0.8,0.0015325670498084292,13.181480144404333,1,1,0,0
15809,399.21,4,251,2011-02-10 11:16:00,2011-06-08 15:31:00,24,99.8025,62.75,0.09561752988047809,198.8,15.9,78.77600835068166,92,211,118,39.333333333333336,0.0,0.0,0.0,,211.0,0.0,1.0,0.0,1.891990521327014,1,0,0,1
15810,1361.19,3,856,2011-02-16 09:11:00,2011-06-22 14:01:00,64,453.73,285.3333333333333,0.07476635514018691,507.07,377.32,67.88176706598024,78,205,126,63.0,1.0,2.08,1.0,2011-08-02 16:19:00,37.0,0.25,0.75,0.0011682242990654205,6.639951219512195,0,0,0,1
